"","PL1013","PL1015","PL1023","PL1043","PL1159","PL1182","PL1226","PL1362","PL1365","PL1383","PL1493","PL1506","PL1618","PL1626","PL1627","PL1648","PL1720","PL1755","PL1932","PL1949","PL1962","PL2102","PL2169","PL2195","PL2209","PL2291","PL2338","PL2353","PL2360","PL2406","PL475","PL519","PL629","PL687","PL808","PL810","PL893"
"ENSG00000146587",1265,49,738.04,279,0,26,1057,16.342,0,432.525,1344,0,0,0,78,2191,0,140,262.687,0,595,2305.052,660.5,170,618,95.438,1891,341,1508,2715,374,26,170,41,831,431.362,0
"ENSG00000146592",885,62,378,968,0,0,599,276,1147,2101,2102,1,0,1625,1003,0,1223,1961,888,205,2188,2166.001,908,1056,3807,101,485,5700,6453,1256,439,2286,253,180,1690,1399,536
"ENSG00000146648",0,0,239,138,81,0,0,0,0,0,0,0,632,0,0,0,0,0,140,0,0,130,0,506,0,54,669,0,711,3378,27,88,140,0,0,46,0
"ENSG00000146670",0,0,0,152,24,711,0,306,0,71,0,84,0,0,276,0,451,0,0,0,0,618,241,86,0,61,0,0,389,0,5,0,126,493,924,172,0
"ENSG00000146674",0,75,62,51,0,0,231,0,0,0,0,0,0,0,0,0,551,0,132,406,0,233,0,0,0,48,1522,0,0,0,0,0,0,0,0,155,0
"ENSG00000146676",1148,170,962,1564,1660,977,1738,381,354,875,1265,913,0,1071,1528,4985,117,940,1146,789,729,1165,1211,1166,120,473,1,704,1333,1398,704,1025,0,385,1526,390,507
"ENSG00000146701",1646,1223,736,2524.999,2021,3258,2312,1356.999,942,2433.001,2253,0,0,0,1713,1163,2275,644,1601,2008,1091,2985,2828,5901,2012,553,3371,2730,6235,3763,2361,1220,925,1400,3414,1001,3545
"ENSG00000146707",1124,255,407.979,223.118,1,0,657.979,0,447,0,2.006,0,8,0,0,0,0,192,0,707.995,0,711.231,202.004,84.762,1118.998,140,0,192.434,689.674,1247,240,0,284.82,295.998,440.917,182.002,155.002
"ENSG00000146729",1373,455,3206,896,0,590,1829,1027,49,2332,2517,1704,2635,431,1541,0,1632,221,1244,4481,1813,3309,3274,2853,3826,271,1429,3774,6321,2206,2294,475,1033,1545,3158,2342.001,2578
"ENSG00000146731",1543,437,2888,2955,2843,2221,1829,1635,1008,1490,2305,0,540,6917,628,0,4965,826,1283,13317,3811,6236,3911,5436,2407,621,2240,4588,8776,5070,2553,1406,871,1538,5565,1910,1272
"ENSG00000146733",0,0,336,0,1252,0,0,0,0,232,467,0,0,0,136,0,635,0,0,166,267,367,144,27,2031.999,171,8,0,210,0,160,0,98,68,11,0,0
"ENSG00000146757",196,80,218,230,651,1810,551,180,0,0,8,0,0,704,1,0,126,0,260,0,243,474,458,525,377,27,0,82,238,785,401,0,0,0,138,395,0
"ENSG00000146776",0,409,1239.999,583,607,586,87,88,1561,525,788.001,205,236,145,1,0,64,360,1357,1011,2157,1465,613,910,874,170,2325,763,1731.999,0,561,630,144,32,168,517,0
"ENSG00000146802",1,45,6,78,0,0,0,115,0,338,279,0,0,0,0,33,0,106,0,0,196,15,501,0,0,6,0,196,321,205,39,127,42,109,0,90,0
"ENSG00000146826",54,36,90,192,102,1,117,0,98,680,6,0,97,0,0,0,50,0,105,94,111,0,740,157,235,95,678,263,128,885,13,94,196,0,579,64,0
"ENSG00000146828",0,91,264,7,0,0,10,354,0,0,134,280,0,948,0,0,46,340,142,546.999,0,0,194,0,214,58,261,542,50,0,530,40,81,13,3,108,0
"ENSG00000146830",285,348,793,2177,1673,1825,460,0,0,1154,2617,251,1728,0,1361,748,1760,2324,1101,1562,1744,3480,1649,461,127,403.999,1495,359,1911,151,223,449,790,1861,5390,1792,1322
"ENSG00000146833",612,655,536,537,1770,249,415,1134.999,1613,458,1035,0,500,1067,121,0,510,0,698,2293,2187,1762,2324,461,2095,275.001,0,1973,706,1239,1147,981,157,2075,3039.001,319,370
"ENSG00000146834",1016,317,562.999,1511,1460,0,805,153,1172,337,1113,859,0,0,952,245,522,533,1656,1948.999,1359,882,1570,2607,1608,315,1072.999,984,3016,2173,1761,689,633,1402,1877,669,2180.999
"ENSG00000146842",0,44,20,54,1,0,106,0,0,87,448,0,0,0,159,0,0,0,0,439,0,31,294,0,0,43,0,0,296,540,76,297,27,90,456,54,269
"ENSG00000146856",276,100,116,1,0,0,0,0,0,0,1,0,0,0,0,375,0,0,0,470,0,44,2,0,0,0,3,75,0,0,408,0,0,0,39,0,0
"ENSG00000146858",0,33,0,0,0,0,0,0,0,0,158,0,0,0,0,0,67,0,0,343,0,297,86,159,6,116,797,0,1,315,208,185,0,1,108,5,18
"ENSG00000146859",2475,302,465,660,353,737,1250,180,0,746,1578,849,216,563,583,185,1034,550,241,2347,474,893,773,9586,1542,187,2171,1640,1788,225,7234,226,399.478,0,705,556,557.351
"ENSG00000146872",830.435,1477,3118.879,1674.613,96,1418,976,789.001,950,2975.482,716.333,0,1427,3401.291,4032,0,5271.418,368,2135,3641.67,1725.985,4037.006,5327.968,2002.38,5161.802,623.995,1991.674,5598.967,6472.3,2070.562,4016.272,449,2916.614,4855.847,5999.178,1965.016,2810.999
"ENSG00000146909",911,227,767,1268,0,2346,94,2211,222,316,2556,0,0,0,349,1342,2196,1,825,564,1678,646,3381,1406,206,369,1878,892,1833,2115,1218,207,106,1059,2484,287,587
"ENSG00000146918",1499,140,532,387,0,0,250,0,420,1204,0,0,1608,0,312,0,901,0,105,1529,176,1177,694,32,0,0,828,255,951,1324,406,215,7,402,232,461,0
"ENSG00000146950",1444,0,0,291,0,0,265,0,0,0,0,314,0,0,86,0,393,0,647,0,0,1283,0,447,379,104,466,69,0,98,0,94,0,0,276,301,613
"ENSG00000146955",0,0,0,88,228,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,129,175,0,0,0,12,0,0,0,0,246,0,0,0,149,309,0
"ENSG00000146963",5781,3185,7132,1030.228,3254,5555,1603.377,1360.288,3496,3845.806,7636.999,901,3737,1117,4817,0,5959,2216.986,2863.301,9739.999,3202,14226.097,10812,4277.047,17440,1646.253,5449,6263,11338.92,10860,11417.775,1096.999,1883.144,5945.001,15238.514,3629,2699
"ENSG00000146966",1764,0,0,60,0,0,0,0,108,0,373,0,0,0,264,0,1902,0,44,615,0,413,663,0,0,0,1263,0,0,2,135,98,0,0,194,148,0
"ENSG00000147010",6036,3054,7638,6446,1744,3531.001,4996.999,3313,1743,7608,6396.999,281,3832,2259,4268,1004,5597.001,3255,2310,9029.001,8172,9622,12158.001,5755.999,10496.001,1835,6686,9258,16816,17415,3677,3213,3132.999,3348,12084.001,5565.002,5621.999
"ENSG00000147027",0,19,82,0,0,0,79,0,0,4,0,0,0,0,454,0,0,0,0,112,25,334,294,0,0,0,0,0,0,1494,142,1,31,46,35,0,0
"ENSG00000147036",0,0,537,20,21,0,0,0,202,0,619,913,0,0,0,0,74,0,0,2056,229,24,570,1100,493,0,0,84,267,176,143,0,131,0,1103,0,1
"ENSG00000147044",0,86,174,174.001,1054,0,387,308,0,376,356,356,0,799,714,0,1521,0,365,285,0,863,83,1339.999,0,191,554,123,426,2028,60,243,123,71,232,78,0
"ENSG00000147050",1122,212,277,1094,1324,857,230,216,36,1018.999,988,0,774,1282,1610.999,0,102,1464.001,390,946,2475,1861,109,1940,1025,223,1709,1422,2112,662,1421,448,108.001,444,1296,835,473
"ENSG00000147065",46085,23056,83822.999,50081.999,47244,32486,41305.001,35642.995,33095,77449,88575.516,16375,24980.999,31079,59710.001,17178,48315,34596,42437.999,107946,58856.905,119743,97630.999,66714,87528.999,18863,67707,87316.996,121122.999,112121.998,39446.999,25888,28258,38437.999,118597.001,51808,38156
"ENSG00000147099",574,285,921,321,0,0,317,194,0,41,556,0,0,0,82,0,1523,0,0,111,513,672,160,252,0,144.001,0,190,638.001,26,427.001,0,275,157,293,283,0
"ENSG00000147113",110,86,871,266,0,1376,927,0,1177,180,143,0,0,0,358,0,383,0,0,326,0,632,442,378,0,95,0,1388,0,2058,308,0,366,0,490,308,292
"ENSG00000147118",587,32,472,1083,685,0,22,39,0,61,0,0,0,3194,417,0,0,0,53,673,2494,253,495,0,0,24,17,284,1220,401,126,227,1,0,1155,55,0
"ENSG00000147119",1,38,0,0,0,0,550,0,399,0,73,0,0,1152,0,0,0,0,0,0,410,23,1,0,0,65,849,459,308,724,0,752,215,126,521,9,0
"ENSG00000147121",546,245,286,495.907,0,0,561.705,115,0,76,519.862,0,0,0,42,0,0,0,0,209,163.379,155.18,114,0,3625,45,74,81,327.911,23,0,0,219.452,111,383,99.701,305
"ENSG00000147123",647,542,1340,1306,4,2195,777,928,488,1516,1726,421,0,0,2468,1032,1812,171,705,637,2078,1124,839.999,2794,2416,579,893,2093.001,2216,1530,771,391,139,2526.999,1345.999,929,913
"ENSG00000147124",0,94,595,1326,0,0,210,394,0,1166,46,0,0,0,577,0,641,0,152,0,0,1422,199,219,1,452,2376,59,1044,683,949,366,34,229,434,1043,0
"ENSG00000147130",1506,475,354,589,0,0,174,21,195,1071,1186,0,102,2857,0,0,1219,53,1027,291,0,1074.999,4,1027,1176,48,307,586,141,742,149,133,0,0,287,313,74
"ENSG00000147133",5274,2735,2639,2286,1669,2297,2129,3267.001,1235,4970.001,3425.999,12,1674,4058,3996,30,4664,4233,4016,7227,4395,5583.999,3410,4007,2848,940.001,2063,4158,7222,10370.001,3208,1354,1920.001,2778.001,5276.999,2827.999,3904.001
"ENSG00000147138",1108,125,364,456,0,0,537,113,0,247,306,0,2157,0,3,0,1878,0,0,897,1860,173,6,1,306,50,0,623,478,2447,393,198,196,1185,1146,39,0
"ENSG00000147140",7354.001,4845,9382.999,12287,5994,9679,9731,5314,8840,9986.999,11248.001,2861,6444,1671,5552,4344,15301,5055.001,6861.001,19396.999,10156,18074.98,13079,12790,7547,2657,10417.999,15707.001,15899.001,12617,6012.001,4654,4723.001,8363,24307,5736,6539
"ENSG00000147144",0,0,89,48,0,0,188,0,0,462,0,0,0,0,0,0,0,0,0,85,174,0,18,0,0,9,0,91,0,0,1,0,80,0,200,64,0
"ENSG00000147155",0,3,0,246,0,0,0,0,373,99.908,250,1256,0,0,0,0,0,584,609,0,0,367,95,0,0,54,0,0,0,971,4,241,0,223,166,252,0
"ENSG00000147162",3010,145,2660,1030,2847,0,603,944,1697,1472,1048,1180,2516,3932,1325,0,679,298,857.001,2287.999,564,2523.999,408,696,1786,298.999,0,1321,2808,2575,919,193,571,2566,1038,871,64
"ENSG00000147164",1114,77,1442,352.001,0,0,482,881,340,179,1060,1852,0,158,131,1808,1583.999,29,780,874,190,2533,1999,994,3151,70,137,316,508,740,752,750,365,844,1804,624,402
"ENSG00000147168",1285.543,254,848.705,641,2037,105,720.438,287,1081,636,976.999,0,0,0,586.054,710,589,0,517,1466,241,1175,1806,561,1462,117.213,746,1677.661,1770.001,3280,426,1509,0,933,869,267,780
"ENSG00000147174",0,70,200,80,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,45,0,252,0,128,0,270,0,341
"ENSG00000147180",0,0,458,27,0,0,0,35,0,0,0,0,231,0,0,0,0,0,61,0,0,0,270,0,0,0,0,334,605,0,74,0,98,0,78,0,0
"ENSG00000147202",907,769,837,957,1655,0,998,481,270,1282,818,0,0,0,551,24,170,0,414,719,1684,1084,953,1372,254,339,682,1593,1849,969,198,131,438,902,1581,1040,65
"ENSG00000147224",0,171,787,412,0,0,1799,265,0,200,581.001,438,0,0,862,0,3451,0,676,1038,1426,2010.999,1819.999,1100,0,437,962,525,1520.999,374,1319.999,240,93,935,845,678,38
"ENSG00000147234",0,96,0,0,0,0,115,41,19,0,424,0,0,0,55,0,697,0,216,5,1716,144,772,0,0,0,0,0,0,0,0,0,0,0,364,0,30
"ENSG00000147251",776,1114,5469,3625,2261,345,4917.999,3401,428,3599,3865,1082,2063,728,3350,2185,4149,1299,647,7771,4024,6297,1799,6024,6333,816,3612,7583,9327,3142,4139,828,1583,3892,5454,2365,1814
"ENSG00000147274",6467.999,1084,5099.566,4579.001,5390,659,5741.907,4051,1888,5531.995,3642,1022,1967,4175,4479.001,2134,5046,2427,2642,9338.976,6890,8467.994,6107.961,6506,7218,1386.981,3596.945,10728,8325,7843,3353.999,1533,1474,3957.382,9406,4565,3742
"ENSG00000147316",1638,336,635,1114,1405,215,0,88,0,1274,431,855,0,0,88,1538,210,71,0,433,638,439,1214,563,317,185,89,522,250,200,600,240,108,869,575,203,69
"ENSG00000147324",1791,468,1573,1881,552,1,715,1228,1014,631,3135,104,783,0,1331,0,981,275,591,1344,2510,3825,3137,191,435,519,902,2350,2834,719,818,504,233,1808,1326,325,627
"ENSG00000147364",0,47,171.295,605.02,926,2499,600,220,0,265.001,1457.643,1054,0,374,312.05,0,128.001,274,132,897.822,193.002,2238.096,458.032,379.961,1,109,325.002,434.201,431.611,384.001,245.003,28,159,20.043,871.003,452.216,1805
"ENSG00000147383",87,0,272,0,0,0,83,0,0,369,0,0,866,0,386,963,0,0,8,445,14,528,0,618,1078,18,0,101,43,366,372,32,0,0,37,0,0
"ENSG00000147394",11665,1191,4810,2200.001,5446,1227,3476,969.999,1114,1760,3382,431,2444,232,2848,106,3993,1107.001,1462,8749.999,623,2021,3404,10855.999,4824,445.999,3596,4804.999,6232,2802,9983,573,1063,1585,4213,1159,5309
"ENSG00000147400",653,85,564,337,8,0,280,385,972,68,688,0,0,0,227,309,57,0,54,331,0,543,529,994,0,51,146,295,807,864,928,182,279,42,731,18,0
"ENSG00000147403",50487.155,7442.009,39357.435,47480.807,28385.56,26000.939,34735.174,19318.537,12826.965,18189.324,24405.386,20870.79,16731.654,32166.181,14892.119,21740.163,39034.857,16954.1,15129.251,65295.275,43889.477,42405.719,29271.211,35129.738,40359.07,7718.199,30568.547,38740.941,50721.205,51007.256,22437.146,16505.889,14312.932,25900.442,48081.106,25637.701,25822.148
"ENSG00000147408",0,210,893,491,178,605,775,188,951,1020,507,0,408,1512,172,0,889,0,173,566,1977,164,207,197,4,179,31,1018,1767,265,374,125,0,610,1836.001,336,1037
"ENSG00000147416",1970,855.999,1870,2198,1901,1917,2271,1881,484,1638,3453,791,618,1294,472,7642,3609.001,739,913,3359.001,3254,4518,3162,2692,1754,714,4529,5149,7380,6681,2385,1375,678,3404,3826,1690,1777
"ENSG00000147419",1541,275,654,660.001,95,271,533,679,56,414,807,0,522,0,502,0,1139,0,485.999,3448.999,1407,3679,1006,2410,1092,162.999,0,823,1941,1123,1781.999,521,464,504,1914,1792,234
"ENSG00000147421",1081,500,1831.999,1585.001,162,3396.999,746,348,259,2003,984,0,0,0,40,0,2202,131,1039,1118.999,858,2617,1495,2006,2727,295.001,858,1680.001,1810.001,4451.001,960.001,970,1332.001,218,2937.001,399.001,535
"ENSG00000147439",0,483,447,475,0,0,98,130,0,0,786,0,0,0,999,0,202,191,157,11,227,893,0,2150,393,83,1253,122,835,54,54,396,0,161,1272,206,1202
"ENSG00000147443",2673.999,1633,1937,2506,8,1,1703,442,13,1507,2466,183,0,1053,1029,0,1679,1064,1013,1868.001,1202,1172,2960.001,344,707,319,741,4569,3165,3630,771,2191,1078.001,345,1393.999,530.999,1534
"ENSG00000147454",67489.001,12552.999,19601,52250,35178.001,63698.001,17062,14004,27665,39767.001,39336,23784,20742,10713.999,65988,20895.999,48424.001,14392.999,15629,48753.001,25591,65251.999,113684,68080.999,43615,11376,20867,32630,131488,32585,25928,24831.001,10977.001,42497.001,31138,22501,22186.001
"ENSG00000147457",4222,1014.999,2908,1888,0,652,3196,1900,0,432,1070,0,1488,1420,792.001,2298.001,2726,845,2929,1240,2293,2688,2188,2419,3063,781.001,1513,2727,5505,3622,1639,1625,431,1589,4788,1127,2197
"ENSG00000147459",1965,1383,4503,2264.999,3070,2743.001,2035,1865,1266,1352,2791.999,508,1431,46,2102.999,3195,1893,1719,1486,2175,1739,3834.999,2756.001,3407,2084,559,3429,4236,6252,4770,2228,944,1327,219,3569,1780,1029
"ENSG00000147471",2935,1194,3976,1236,5009.999,1694,2479.999,3496.999,578,6512,3584.001,298,1553,797,2118.001,0,3885,1057,1867.999,5198.001,4112,5559,6155,3965,8677,1160,2816,6915,8066,5221,2894,1489,2370,1819,5228,1776.999,1024
"ENSG00000147475",547,0,151,367,0,0,0,0,0,1135,0,0,1442,0,388,0,0,0,0,138,95,194,0,204,0,5,0,0,0,0,0,0,265,0,452,80,0
"ENSG00000147526",8046,1098.999,5310,5318.999,5527.001,6902,5912.001,1530,5210,5077.001,6194.001,2567,2833,280,2651,8959,5287,1124,2863,5574.001,6629,8814,11048,6042.001,6175.999,2303.001,6219,6642.999,4891,10649.002,6973.999,2114,4605.001,5813.002,11839.001,2635.999,9652.001
"ENSG00000147533",940,308,1052,876,1393,0,1174.001,882.001,701,1187.999,1652.001,220,0,0,694,0,1200,1456,858.999,1315,1526,1985.001,2142,904,1931,546,0,2991.001,3150.999,3459,1519.999,1228,590.999,1126,2689.001,531,828
"ENSG00000147535",92,0,368,0,0,0,24,281,0,1233,60,0,0,0,0,0,0,0,75,1079,95,166,449,1497,95,0,0,158,0,0,342,181,0,318,144,0,378
"ENSG00000147536",0,0,0,0,777,0,0,0,0,245,0,0,0,0,276,0,707,0,1,0,407,284.504,21,981,0,0,0,0,6,0,268,194,0,22,432,0,0
"ENSG00000147548",2746,910,3820.001,2496,6519,95,1867,1281,2510,2232.999,3507,1596,128,4665,2280.001,153,5396,1909,3412,7998,2774.001,7805,8077.999,4079,4140,1182,2831,7626,8279,4648,2317.999,1883,1463.999,4933,6444,2827,1251
"ENSG00000147586",0,89,179.323,0,0,0,0,154,0,668,106,0,0,0,0,0,0,0,0,1205,239,613,0,0,424,0,0,488,286,0,189,351,59,51,1170,263,78
"ENSG00000147592",0,60,348,308,570,0,799,36,0,509,411,0,0,0,360,0,285,184,268,1971,0,531,1164,3013,663,229,0,496,1694,1069,778,283,127,269,1453,447,0
"ENSG00000147601",0,91,1277,183,0,0,0,0,1,25,437,0,0,841,521,0,25,0,213,221,1038,232,0,86,1547,29,0,0,393,24,1390,153,189,358,994,313,85
"ENSG00000147604",13313.231,5910.323,31556.965,31656.094,17971.7,8512.848,28016.432,13795.011,7384.931,12544.869,24281.315,5107.856,3353.999,4381.074,12847.268,4025.966,27585.644,4422.851,12502.145,40263.835,21882.817,38641.889,26489.3,26848.78,30548.015,6919.262,20015.255,42660.215,45339.69,33578.055,24425.619,10439.348,9804.414,21625.715,39917.677,18404.996,20025.127
"ENSG00000147642",0,0,242,56,0,0,0,0,0,0,100,0,0,0,0,693,0,0,0,0,71,91,555,0,0,13,0,0,0,0,285,0,0,0,5,0,175
"ENSG00000147649",1447,131.999,1156,552,1697,0,865,1347,659,951,1249,5,1509,1461,965,43,53,832,969,1726,1693,1673,1668,1709,3257,260.999,567,1959,2488,1125,1890,216,585,560,1998,977,546
"ENSG00000147650",0,318,52,434,1788,0,217,156,228,239,58,0,0,0,23,0,54,0,0,3662,0,576,440,1179,0,162,0,73,1825,364,1611,0,25,290,50,126,456
"ENSG00000147654",1374,43,1616,193,0,118,122,0,814,407,1239,0,0,0,615,0,323,0,50,973.001,370,1195,528,214,1312,53,921,428,871,2330,157,0,0,570,729,316,1003
"ENSG00000147669",843,70,1182,278,0,330,236,106,219,152,631,763,239,547,466,0,915,166,291,515,850,355,20,356,0,7,243,1145,588,423,834,5,69,270,841,157,275
"ENSG00000147677",12431,3977.999,8271,10373,3168,6381,9877,3580.999,1541,6943.999,8227,43,2882,1847,2670.001,3710,6364,3878,7242.001,13080.999,8690,15495.001,9530,15280,9008,2785,9296,19347,22007,12594,8271,4288,2112,8248,13135,5582.999,9311
"ENSG00000147679",15,47,538,620,1,0,291,195,0,0,253,0,0,0,100,0,0,857,239,1120,1144,1429,553,597,142,166,0,868,133,498,201,275,0,705,1209,160,541
"ENSG00000147684",835,113,1347.999,1122,0,3098,399,626,218,21,303,383,0,0,321,0,962,643,102,2630,480,1402,1629,1867,408,316,934,1162,2741,0,377,1124,146,1050,1223,641,0
"ENSG00000147687",0,106,1263.999,639.988,505,0,154,78,0,138,679,0,0,6,152,0,1499,0,24,238,207,1452,485,102,1833,60.999,893,1962,1509,1004.001,987.999,0,1001,1227,928.998,728,345
"ENSG00000147789",0,139,45,0,0,0,281,23,250,182,501,0,0,0,0,0,0,0,0,991,202,1110,428,22,78,3,27,202,0,898,111,0,59,0,815,250,4
"ENSG00000147804",0,162,0,90,0,0,0,195,0,0,99,0,0,0,1041,2258,1381,0,0,742,1475,0,776,0,0,62,883,459,126,0,556,61,260,606.001,338,0,35
"ENSG00000147813",263,12,989,255,837,15,960,23,0,1299,535,0,235,0,417,0,1469,133,306,755,285,860,91,286,211,182,1437,899,1062,1795,0,107.999,0,262,768,856,656
"ENSG00000147853",3,191,309,1044,217,0,489,97,1,550,139,0,929,295,101,148,489,0,57,226,357,550,377,1785,50,291,659,130,861,342,301,744,0,66,435,273,261
"ENSG00000147854",2310,345.999,1009,1368.999,429,0,617,956,140,875,602,731,0,316,0,0,2231,492,409,1453,397,922,460,99,0,75,43,1207,1440,2805,628,299,162,1744,1414,741,819
"ENSG00000147862",2077.001,413,1830,326,493,4208,1404,391,2648,1033,1050.001,506,1196,0,912,1201,870,597,1115,2420.999,2052,2340,6810.999,3305,1516,468,2740.998,1311.001,951,1474.001,1112,1014,1161,1697,2820,395,877
"ENSG00000147872",224,252,1620,849,2,0,1256,432,0,170,1038,362,613,199,894,236,2627,0,173,1399,869,1299,424,1486,1283,194,1527,1128,1223,1618,1571,618,190,247,338.001,962,278
"ENSG00000147874",0,116,922.397,1447,2349,2696,178,0,0,936.152,1023,0,2811,0,607.001,0,0,298,399,599.475,545,444,999,117,1797,114,454.443,2154,2445,0,747.971,22.989,112,444,1090,322,509
"ENSG00000147883",930,26,87,0,1257,0,0,92,0,51,0,800,378,0,0,227,0,0,0,297,212,61,0,0,143,157,9,468,245,0,513,75,21,0,421,123,1363
"ENSG00000147889",0,0,0,0,0,0,0,283,0,0,150,0,129,0,0,0,0,0,0,0,354,0,172,0,0,31,0,0,44,1013,0,0,293,0,110,0,0
"ENSG00000147894",0,173,570,264,0,0,262,327,0,240,61,0,0,0,164,1887,2034,0,0,1486,1288,844.999,219,333,102,192.001,0,1277,1294,1377,280,0,4,604,668,243,0
"ENSG00000147905",6484.001,1310,5743,5812.001,4040,2790,5290,4582,2103,7217,5087,0,474,0,2125,31,8968,1385,2861,5725,4468,14596,7214,3628,2232,640.001,2006,7444,7368.001,10548,4442,728,4073,11974,7964,2204,2338
"ENSG00000147912",0,0,275,522,0,0,0,0,0,0,435.004,0,0,0,0,0,0,0,0,0,0,0,208,0,0,3,0,503,1,0,0,87,0,0,218.028,0,187
"ENSG00000147955",322,47,360,262,0,0,97,507,0,570.999,205,682,0,0,0,0,797,0,0,1376,695,1190,0,197,0,42,0,590,1401,1015,0,0,0,0,1262,181,0
"ENSG00000147996",128.031,317.542,576.39,561.44,426,0,237.519,35,0,184.371,881.464,1,0,1987,589.36,0,1157.168,224.495,127.316,974.023,135,409.269,461.186,0,953,131.437,528.842,458.382,244.811,377.911,560.166,125.356,287.863,606.978,1619.987,245.715,51.923
"ENSG00000148019",390,201,154,627,1305,0,796,131,120,739,451,0,0,0,726,823,999,0,257,362,140,598,1080,403,945,166,493,968,1326,1199,431,664,0,153,1718,467,0
"ENSG00000148057",0,85,395,0,0,0,0,0,0,140,26,0,0,0,287,0,0,0,126,243,752,277,118,241,0,0,0,71,0,26,30,0,0,0,386,0,176
"ENSG00000148090",0,242,108,223,0,0,68,119,0,805,277,0,0,17,0,0,1232,222,370,253,1595,422,1069,0,9,64,67,218,1034,11,0,77,250,0,883,308,0
"ENSG00000148110",459,0,93,352,0,2208,222,172,276,264.906,868,164,0,0,0,0,6,523,97,275,67,421,745.114,545,237,22,68,269,1314,0,22,28,132,233.14,500.992,84.229,0
"ENSG00000148120",268,138,109.999,206,1,0,757,648,0,1045,767,1,458,0,618,1459,92,150,218,1749,797,1665,910,1023,987,212.001,810,942,635,4652,738,68,286,321,1620,270.999,389
"ENSG00000148143",2097,84,938,835,0,133,433,393,0,92,1936,1,0,338,660,0,2717,833,1286,310,1465,693,1936,1243,0,575.999,524,894.999,297,1796,847.001,384,1403,3450,392,592,0
"ENSG00000148153",0,162,936,801,0,0,407,512,0,111,262,0,0,0,561,0,770,0,349,197,0,531,885,537,446,13,0,839,534,1616,656,426,202,438,1267,235,161
"ENSG00000148154",632,246,88,596,0,0,469,423,0,939,0,0,0,1368,0,0,489.001,0,104,251,250,190,48,37,191,0,1192,673,402,358,205,11,71,255,474,306,0
"ENSG00000148158",637,560,598,1483,973,2103,518,492,1356,72,1356,87,1306,5324,1056,0,511,238,464,1210,1944,1681,2007,1476,1772,293,1229,2283,940,1792,1170,934,57,448,856,614,273
"ENSG00000148175",7023,2102.001,5341.999,5100,12198,13964,5431,2771,6627.999,10149,7663,7840,2977,5012,5829,4558,6559,362,5072,13275,6614,14678,18407,15137,11126,2629.999,6079.001,7092,18711.999,8181,20124,5309,2615.001,6798.999,14867.999,6282.999,9093
"ENSG00000148180",5486,1582,2790,3580,4656,2550,2395,730,25,7630,5562,2847,3157.001,6079,2123.999,3622.999,5181,2162,1860.999,9643,3956.999,7897,3775,7887.999,784,1348,8333,4239,10558,9779,5184,2374,1711,1845,5149,2009,6159
"ENSG00000148187",0,269,1014,311,0,333,308,50,0,210,147,0,0,0,187,0,0,0,67,1064,90,1365.001,695,117,0,14,346,0,288,642,26,97,482,527,1014.999,302,44
"ENSG00000148200",0,28,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,288,0,82,0,0,625,32,192,7,484,0,0,0,323,0,87,231,0
"ENSG00000148218",3663,810,2529.999,1542,623,2337,1289,920,2311,3702,1210,2274,385,4981,2430,0,2026,1382,2632,3245,3961,3429,3312,2547,832,745,1568,192,7265,2002,698,86,1182,867,5592,1511,3355
"ENSG00000148225",52,0,0,0,0,0,0,177,0,216,0,0,0,0,0,0,0,0,0,120,0,61,0,0,337,24,0,88,329,0,0,78,0,0,157,100,1204
"ENSG00000148229",4254,1002,1303,1633,245,990,1274,1013,744,1704,3037,0,0,0,685,0,2198,2329,522,2207,1489,3383,5125,1602,3462,1072,2055,1267,4003,4209,3286,2872,472,2730,3505,1888,3486
"ENSG00000148248",246,169,492,651,3754,976,445,399,812,363,317.001,62,0,1499,1,2926,1748,0,421.001,88,0,620,179,264,55,61,231,712,1762,744,701,443,287,126,760,338,549
"ENSG00000148288",0,79,291,645,0,0,0,238,0,538,262,0,2483,0,0,0,1765,44,102,0,674,158,397,0,0,186,0,1101,4040.001,802,78.982,0,0,0,991,38,0
"ENSG00000148290",38,13,81,860,0,1651,288,511,0,53,926,0,0,0,1,0,831,303,265,1036,177,298,443,781,0,0,1503,1189,773,3547,813,419,609,368,1585,287,343
"ENSG00000148291",0,239,711,593,0,0,1402,313,0,1599,811,0,0,0,1104,0,962,48,221,1313,0,1211,43,354,453,43,0,1486,587,1057,1114,99,156,779,735,244,690
"ENSG00000148296",3212,471,2320,1576,2540,0,909,1355,73,974,830,0,0,158,790,0,1450,1783,1053,4180,633,4555,4158,454,1512,594,1216,876,2486,2157,1140,1203,933,1235,4607,2054,565
"ENSG00000148297",502,207,716,1159,0,66,13,171,659,98,837,0,1366,0,0,0,268,163,351.001,705,1152,1295.001,570,793,413,191,898,1279,1331,1810,0,1142.999,331,138,774,562,427
"ENSG00000148300",1635,772,2823,2667,1133,1,823.001,2254,661,1769,575,0,1868,0,2288,0,3757,0,2115,3987,3726,5094,3244.001,5432,2073,423,966.001,2347,1575.999,3219,1252,1034,1061,2715,1668,2711.999,4665
